"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1963-03","Mar-1963","IDX","Index","0","Units",,,100.6012,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1963-04","Apr-1963","IDX","Index","0","Units",,,100.8627,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1963-05","May-1963","IDX","Index","0","Units",,,101.0357,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1963-06","Jun-1963","IDX","Index","0","Units",,,100.9321,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1963-07","Jul-1963","IDX","Index","0","Units",,,100.7037,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1963-08","Aug-1963","IDX","Index","0","Units",,,100.6113,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1963-09","Sep-1963","IDX","Index","0","Units",,,100.6887,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1963-10","Oct-1963","IDX","Index","0","Units",,,100.7516,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1963-11","Nov-1963","IDX","Index","0","Units",,,100.6963,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1963-12","Dec-1963","IDX","Index","0","Units",,,100.6043,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1964-01","Jan-1964","IDX","Index","0","Units",,,100.7551,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1964-02","Feb-1964","IDX","Index","0","Units",,,100.9877,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1964-03","Mar-1964","IDX","Index","0","Units",,,101.197,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1964-04","Apr-1964","IDX","Index","0","Units",,,101.2683,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1964-05","May-1964","IDX","Index","0","Units",,,101.3494,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1964-06","Jun-1964","IDX","Index","0","Units",,,101.5698,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1964-07","Jul-1964","IDX","Index","0","Units",,,101.8551,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1964-08","Aug-1964","IDX","Index","0","Units",,,101.9995,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1964-09","Sep-1964","IDX","Index","0","Units",,,101.9655,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1964-10","Oct-1964","IDX","Index","0","Units",,,101.8232,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1964-11","Nov-1964","IDX","Index","0","Units",,,101.7843,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1964-12","Dec-1964","IDX","Index","0","Units",,,101.8007,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1965-01","Jan-1965","IDX","Index","0","Units",,,101.8337,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1965-02","Feb-1965","IDX","Index","0","Units",,,101.9628,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1965-03","Mar-1965","IDX","Index","0","Units",,,102.0604,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1965-04","Apr-1965","IDX","Index","0","Units",,,101.8921,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1965-05","May-1965","IDX","Index","0","Units",,,101.6045,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1965-06","Jun-1965","IDX","Index","0","Units",,,101.2875,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1965-07","Jul-1965","IDX","Index","0","Units",,,101.1156,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1965-08","Aug-1965","IDX","Index","0","Units",,,101.1215,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1965-09","Sep-1965","IDX","Index","0","Units",,,101.2423,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1965-10","Oct-1965","IDX","Index","0","Units",,,101.3138,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1965-11","Nov-1965","IDX","Index","0","Units",,,101.556,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1965-12","Dec-1965","IDX","Index","0","Units",,,101.9997,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1966-01","Jan-1966","IDX","Index","0","Units",,,102.4116,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1966-02","Feb-1966","IDX","Index","0","Units",,,102.5613,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1966-03","Mar-1966","IDX","Index","0","Units",,,102.4362,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1966-04","Apr-1966","IDX","Index","0","Units",,,102.0293,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1966-05","May-1966","IDX","Index","0","Units",,,101.5064,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1966-06","Jun-1966","IDX","Index","0","Units",,,101.2989,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1966-07","Jul-1966","IDX","Index","0","Units",,,101.2683,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1966-08","Aug-1966","IDX","Index","0","Units",,,101.1857,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1966-09","Sep-1966","IDX","Index","0","Units",,,101.0341,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1966-10","Oct-1966","IDX","Index","0","Units",,,100.7143,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1966-11","Nov-1966","IDX","Index","0","Units",,,100.2387,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1966-12","Dec-1966","IDX","Index","0","Units",,,99.73748,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1967-01","Jan-1967","IDX","Index","0","Units",,,99.20274,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1967-02","Feb-1967","IDX","Index","0","Units",,,98.71786,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1967-03","Mar-1967","IDX","Index","0","Units",,,98.30266,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1967-04","Apr-1967","IDX","Index","0","Units",,,98.0846,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1967-05","May-1967","IDX","Index","0","Units",,,98.23338,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1967-06","Jun-1967","IDX","Index","0","Units",,,98.65639,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1967-07","Jul-1967","IDX","Index","0","Units",,,99.20532,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1967-08","Aug-1967","IDX","Index","0","Units",,,99.73383,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1967-09","Sep-1967","IDX","Index","0","Units",,,100.113,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1967-10","Oct-1967","IDX","Index","0","Units",,,100.267,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1967-11","Nov-1967","IDX","Index","0","Units",,,100.3584,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1967-12","Dec-1967","IDX","Index","0","Units",,,100.4672,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1968-01","Jan-1968","IDX","Index","0","Units",,,100.5197,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1968-02","Feb-1968","IDX","Index","0","Units",,,100.4731,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1968-03","Mar-1968","IDX","Index","0","Units",,,100.4711,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1968-04","Apr-1968","IDX","Index","0","Units",,,100.5568,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1968-05","May-1968","IDX","Index","0","Units",,,100.4239,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1968-06","Jun-1968","IDX","Index","0","Units",,,100.2083,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1968-07","Jul-1968","IDX","Index","0","Units",,,100.0569,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1968-08","Aug-1968","IDX","Index","0","Units",,,99.9673,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1968-09","Sep-1968","IDX","Index","0","Units",,,100.0642,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1968-10","Oct-1968","IDX","Index","0","Units",,,100.3967,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1968-11","Nov-1968","IDX","Index","0","Units",,,100.6528,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1968-12","Dec-1968","IDX","Index","0","Units",,,100.6637,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1969-01","Jan-1969","IDX","Index","0","Units",,,100.6275,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1969-02","Feb-1969","IDX","Index","0","Units",,,100.6811,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1969-03","Mar-1969","IDX","Index","0","Units",,,100.6853,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1969-04","Apr-1969","IDX","Index","0","Units",,,100.61,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1969-05","May-1969","IDX","Index","0","Units",,,100.5509,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1969-06","Jun-1969","IDX","Index","0","Units",,,100.4078,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1969-07","Jul-1969","IDX","Index","0","Units",,,100.2574,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1969-08","Aug-1969","IDX","Index","0","Units",,,100.2451,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1969-09","Sep-1969","IDX","Index","0","Units",,,100.2344,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1969-10","Oct-1969","IDX","Index","0","Units",,,100.1739,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1969-11","Nov-1969","IDX","Index","0","Units",,,99.96191,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1969-12","Dec-1969","IDX","Index","0","Units",,,99.61183,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1970-01","Jan-1970","IDX","Index","0","Units",,,99.17097,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1970-02","Feb-1970","IDX","Index","0","Units",,,98.82007,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1970-03","Mar-1970","IDX","Index","0","Units",,,98.62444,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1970-04","Apr-1970","IDX","Index","0","Units",,,98.61306,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1970-05","May-1970","IDX","Index","0","Units",,,98.86977,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1970-06","Jun-1970","IDX","Index","0","Units",,,99.14749,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1970-07","Jul-1970","IDX","Index","0","Units",,,99.07133,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1970-08","Aug-1970","IDX","Index","0","Units",,,98.67606,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1970-09","Sep-1970","IDX","Index","0","Units",,,98.14777,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","1970-10","Oct-1970","IDX","Index","0","Units",,,97.75941,,
